title,price,shipping,mods,date,status,preview,rCost
MICKEY MOUSE POP UP SHOP AND GAMESTOP EXCLUSIVES IN PROTECTORS FUNKO POP RARE ,34.00,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/F8MAAOSwUMBcT7UH/s-l225.jpg,34
Star Wars Funko Pop BB-9E #202 Box Lunch Exclusive Brand New,9.00,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/0hIAAOSwMO9b38de/s-l225.jpg,9
Funko Pop Smuggler’s Bounty Exc Boba Gets His Bounty Star Wars Movie Moments 280 Brand New,74.99,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/vFwAAOSwu3ZcUagN/s-l225.jpg,75
New ListingMarvel Collector’s Corps Exclusive Funko POP Angel X-Men Figure New Listing,24.99,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/jkkAAOSw5EpcUlKs/s-l225.jpg,25
Funko POP Animation: Bob’s Burgers - Buttloose Tina Action Figure ,8.99,5.99,POSITIVE,"Jan 29, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/lFUAAOSw-GFZlM8k/s-l225.jpg,15
Funko Pop Ad Icon Pillsbury Doughboy  Brand New,35.00,4.95,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/NGYAAOSw9xJcIbQt/s-l225.jpg,40
Funko Pop! Super Saiyan God Vegeta Metallic GameStop Exclusive  Brand New,89.00,10.00,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/y8EAAOSwzFhcQLqi/s-l225.jpg,99
Stan Lee Funko Pop Brand New,22.50,7.00,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/MvQAAOSww1NcSh5m/s-l225.jpg,29
Funko Pop! Marvel Captain Marvel (Masked) #425 Chase New *IN HAND* Brand New,32.99,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/zqkAAOSwg1JcQ6Jm/s-l225.jpg,33
GERTRUDE ELDRIDGE - Funko Pop! #307 - Ghostbusters - NEW!!! Brand New,4.00,4.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,8
"Ghostbusters Funko Pop 4 Pack Yates, Tolan, Gilbert, Holtzmann and Rowan's Ghost Brand New",30.00,7.32,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,37
Funko Pop Lot of 6 Mortal Kombat Pops Including Flaming skull Scorpion Hot Topic Brand New,42.00,10.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,52
New ListingPunisher Chase Funko Pop New Listing,25.00,6.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,31
Funko Pop Pele and Barker Parrot DisneyParks exclusive Enchanted TikiRoom 2 Pack Brand New,25.00,9.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,34
Funko Pop - Heisenberg #162 - Breaking Bad - Jesse - Walter White Brand New,71.00,4.85,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,76
Funko Pop! DC Bombshells Poison Ivy Vinyl Action Figure Brand New,6.50,7.85,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,14
Funko Pop Ad Icons Captain Crunch Cap’n Crunch 14 Target Exclusive Brand New! Brand New,18.00,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,18
Maleficent Diamond Funko Pop Brand New,16.50,7.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,23
Funko Pop! Squints and Wendy Peffercorn Sandlot 2 Pack Target Excl Pop protector Brand New,22.95,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,23
Funko Pop! Star Wars Anakin Skywalker & Ahsoka (Action Pose) (HT Exclusive) Brand New,15.00,5.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko Pop! Avengers Infinity War Purple Chrome Thanos Walmart Exclusive Brand New,20.00,7.70,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,28
Funko Pop Batman the Dawnbreaker #253 Hot Topic Confirmed Preorder Brand New,17.99,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,18
New ListingFunko Pop! Enchanted Tiki Room Pele and Barker Parrot Disney Parks Exclusive New Listing,30.00,7.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,38
New ListingJiren Funko Pop Convention Exclusive Rare Dragon Ball Z Super New Listing,75.00,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,75
New ListingFunko Pop! Disney Red Jafar Genie 356 New Listing,4.95,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,5
Funko Pop Judge Doom #105 Disney Who Framed Roger Rabbit Rare Free pop protector Brand New,39.99,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,40
Funko Pop Rides Mad Max Fury Road The Nux Car LE 5000 2018 SDCC Exclusive Figure Brand New,49.99,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,50
Dragon Ball Z Super Dragon Ball Funko Pop Lot Vegeta badman Shenron Goku Freiza Brand New,149.99,19.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,170
FUNKO POP! OVERWATCH MEI (MID-BLIZZARD) #183 HOT TOPIC EXCLUSIVE Brand New,19.99,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
FUNKO POP! MARVEL STUD10S - THANOS w/THRONE - HOT TOPIC EXCLUSIVES Brand New,10.00,12.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,22
Funko Pop! 15 Nightmare Before Christmas Jack Skellington Diamond Hot Topic NIB! Brand New,28.99,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,29
Funko Pop! Kingdom Hearts 3: Goofy (Monster's Inc.) #409 Pre-Owned,7.00,4.39,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,11
"Funko Pop! Movies Halloween #622 Michael Myers Blood Splatter FYE Exclusive, NIB Brand New",29.99,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
Funko Pop! TV - El Chapulin Colorado Vinyl Figure #752 In Hand Brand New,12.50,6.27,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,18
Funko Pop Chell #243 Portal 2 Gaming  Brand New,3.50,3.50,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,8
(STEAL!!!) Lebron James Funko POP Los Angeles Lakers Foot Locker Exclusive Brand New,27.99,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,28
Funko Pop! TV - El Chavo Del Ocho Vinyl Figure #751 In Hand Brand New,10.50,6.27,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,16
Stitch Diamond Funko Pop  Brand New,31.00,7.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,38
Riverdale Funko Pop Kevin Keller Hot Topic Exclusive (slight dent on the back) Brand New,8.33,0,POSITIVE ITALIC,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,8
Dbz Limited Edition Funko Pop Beerus 2016 Comic Con. Brand New,56.00,4.81,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,61
Funko Pop! Drag Queens Set RuPaul #01 & Trixie #03 Hot Topic Exclusives *MINT* Brand New,64.39,17.10,POSITIVE ITALIC,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,81
FUNKO POP! ANIMATION AZULA #542 AVATAR THE LAST AIRBENDER GAMESTOP EXCLUSIVE!  Brand New,15.50,4.49,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko Pop Carnage #371 Marvel Venom NYCC 2018 Exclusive Brand New,16.00,5.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,21
Funko Pop Harley Quinn #156 Batman The Animated Series NIB Brand New,7.50,5.85,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,14
Funko Pop! Movies #496 Parzival from Ready Player One Movie Brand New,8.99,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,9
Funko Pop Movies Dodgeball Peter La Fleur Rare #237 Brand New,16.00,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,16
Funko Pop! PUNISHER DAVEDEVIL #216 case of 6 Brand New,9.60,12.95,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,23
"Funko Pop Lot Of 2 Poe Dameron 117, Han Solo 115 Brand New",5.00,14.20,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,19
Bright (Netflix Original) Funko Pop Lot Brand New,75.00,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,75
Funko Pop! Vinyl HARRY POTTER # 40 LUCIUS MALFOY HOLDING PROPHESY - FYE Loose Pre-Owned,10.00,4.53,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,15
New ListingFUNKO POP NEO 157 MATRIX New Listing,30.00,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/9qEAAOSwygZcUhVu/s-l225.jpg,30
NEW FUNKO POP BOARD GAMES #02 MR MONOPOLY W MONEY BAG exclusive  Brand New,18.50,7.81,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/uPwAAOSwew9cRgew/s-l225.jpg,26
"Funko Pop! DIRTY DANCING Target Exclusive BABY AND JOHNNY 2-Pack, In Hand Brand New",18.99,7.00,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/q1oAAOSwiSVcTjk-/s-l225.jpg,26
Funko pop Game of Thrones Joffrey Baratheon #14 Vaulted HTF Great Condition! Brand New,150.00,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/E0EAAOSwPrdcTgW-/s-l225.jpg,150
"Funko Pop Disney Big Hero 6 Pearlescent Baymax 6"" Vinyl Figure #111 Pre-Owned",6.99,10.50,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/rxQAAOSwqkRcK-r-/s-l225.jpg,17
New ListingFunko Pop! Animation Fairy Tail Natsu #67 Vinyl Figure  New Listing,19.99,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/sU4AAOSwZrZcU0X7/s-l225.jpg,20
Funko POP Movies: Dark Crystal - Kira & Fizzgig Action Figure Brand New,39.66,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/3sMAAOSwfJJZZqxf/s-l225.jpg,40
Funko Pop! Animation Looney Tunes Playboy Penguin Vinyl Figure SDCC exclusive ,5.50,4.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,11
FUNKO POP! ANIMATION SUPER SAIYAN 2 GOHAN #518 DRAGON BALL Z GAMESTOP EXCLUSIVE Brand New,32.00,5.35,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,37
Funko Pop Movies Jurassic Park - Dilophosaurus (Chase Edition) Brand New,19.97,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko Pop Star Wars X Wing Pilots 3 Pack Biggs Wedge Porkins Walmart Exclusive Brand New,9.00,6.80,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,16
Peggy Bundy FUNKO POP NEW Married With Children AL BUNDY NOT CHASE Free Shipping Brand New,8.99,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,9
Funko Pop Bella Swan #321 Twilight the Saga New Brand New,18.95,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,19
FUNKO POP ROCKS SERIES METALLICA LOT/4 Brand New,17.50,15.28,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,33
Funko POP! Games FORTNITE CRACKSHOT w/ Sticker & Hologram #429 Walmart Brand New,25.00,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,25
Funko Pop!Movies BeetleJuice Vinyl Figure Hot Topic Limited Edition Exclusive  ,6.50,4.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,11
Funko Pop! Disney Park Exclusive Alice At The Mad Tea Party! Rides Pop! Brand New,51.00,8.35,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,59
"Funko Pop Animation: Dragonball Z Galactic Toys Shenron 6"" Exclusive Brand New",42.90,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,43
Funko Pop Marvel Lot Brand New,70.00,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,70
Funko Pop Exclusive Harry Potter Cedric Diggory HOT TOPIC EDITION (LIMITED) Brand New,33.00,5.19,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,38
Funko Pop! Assassin Predator - The Predator New Brand New,10.95,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,11
Funko Pop! 8-Bit A Nightmare on Elm Street Freddy Krueger Vinyl figure Gamestop ,0.99,4.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,6
Funko POP! Sports NBA KEVIN LOVE Vinyl Figure #07~Timberwolves Cavs~Vaulted Brand New,12.99,7.85,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,21
EDWARD CULLEN (SPARKLE) #320 Twilight Funko Pop EXCLUSIVE HOT TOPIC! ,14.99,4.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,19
FUNKO POP PEZ AD ICONS BOO BERRY GAMESTOP EXCL Brand New,11.36,7.58,POSITIVE ITALIC,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,19
"Funko POP! Games 6"" Overwatch D.VA with MEKA (Blueberry) Walmart - Damaged Box Brand New",26.00,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,26
Funko Pop! My Little Pony Princess Celestia #08 W/Protector Pre-Owned,14.77,4.77,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Juggernaut Funko Pop Marvel X-men #196 Walgreens Exclusive Brand New,12.78,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,13
ON HAND Funko POP EXCLUSIVE Flocked Sirius Black as Dog #73 Harry Potter Figure Brand New,33.00,7.85,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,41
Casual Hulk Funko POP NYCC Fall Exclusive Thor Ragnarok 253 Marvel MCU NEW 2017 Brand New,24.99,4.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
New ListingFunko POP! Television-GREEN RANGER(METALLIC)#360-Exclusive to TOY TOKYO ‘2016!! New Listing,32.00,6.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,38
Funko POP Pirates of the Caribbean Barbossa #173 Brand New,5.85,5.00,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,11
New Listing🔥Funko Pop Overwatch Halloween Witch MERCY Blizzard Exc Mint FreeProtector🔥 New Listing,34.00,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,34
"Funko pop my hero academia Weekend All Might, Todoroki, And Shota Aizawa. Brand New",28.00,9.45,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,37
"Funko Pop! Chip N Dale Rescue Rangers ""Montery Jack"" Vinyl Figure Game Stop ex. ",0.99,4.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,6
Funko Pop Bio Shock Infinite Booker DeWitt #62 Vinyl New Box Collector Brand New,9.59,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,10
Little Mermaid (Disney) - Flounder Funko Pop! Animation #237 - New in Box $3.50,3.50,5.50,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,10
[14] FUNKO POP! GAMES BIOSHOCK INFINITE #64 BOOKER DEWITT SKYHOOK VINYL FIGURE Brand New,8.99,3.95,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,13
"New ListingFunko ""POP! + Pez"" Skeletor - CHASE - (Masters of the Universe) New Listing",35.00,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,35
Funko Pop! Movies Ghostbusters Slimer #108 Brand New,20.00,4.50,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,24
Fallout 4 NICK VALENTINE 162 and PIPER 164 Funko Pop Vinyl Lot of 2 Brand New,22.99,9.02,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,32
Funko Pop! Movies: Alien: Covenant - Xenomorph FUNKO #430 Pre-Owned,4.20,3.96,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,8
Funko Pop! Spastyik Plastik BBQ Sam Summer Convention Exclusive ,20.50,4.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,25
"Funko POP! Vinyl AZOG #48 HOBBIT, Exclusive, Vaulted -slightly damaged box Brand New",25.00,4.81,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
Funko Pop Rides Figure Spider-Man Spider Mobile Walgreens Exclusive #51 Marvel  Brand New,21.94,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,22
Rorschach funko pop Brand New,267.00,8.20,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,275
Funko Pop Stonekeeper Avengers Infinity War MINT w/ Hard Protector  Brand New,67.00,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,67
Funko Pop! Disney Darkwing Duck Megavolt Vinyl Figure #463  ,3.01,4.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,8
Funko Pop! Star Trek Beyond Chekov (Survival Suit) #355 GameStop Exclusive Pre-Owned,7.77,3.57,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,12
Funko Pop Games Fallout 4 T-60 Power Armor 78 Brand New,17.00,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,17
Funko Pop Games Fallout 4 T-60 Power Armor 78 Brand New,17.00,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/xlQAAOSwJ4hcSmWr/s-l225.jpg,17
Funko POP Orphan Black #218 Pencil Eye Rachel Duncan Vinyl Figure  Brand New,5.00,5.75,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/awYAAOSwbftcShH5/s-l225.jpg,11
Funko Pop! Funko Shop Exclusive Freddy Funko with Sign #01 Brand New,19.50,5.00,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/oSAAAOSwt0dcUfsB/s-l225.jpg,25
funko pop fugitive predator chase Brand New,18.00,5.25,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/Yy8AAOSwdhdcHo9p/s-l225.jpg,23
New ListingFunko Pop Gamestop Exclusive Gamer Mickey New Listing,13.01,7.99,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/0KQAAOSwsDZcUlAu/s-l225.jpg,21
Chilly Willy Frozen 485 Funko Shop Funko Pop 25 days of Christmas Brand New,35.00,0,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/stgAAOSw~5dcGbI9/s-l225.jpg,35
Funko Pop! Bioshock Little Sister Vinyl Figure VAULTED **NEW** Brand New,24.99,5.99,POSITIVE,"Jan 31, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/8Z8AAOSwgVJcEz2-/s-l225.jpg,31
Funko Pop Indiana Jones SDCC 2016 Exclusive #199 Brand New,300.00,9.30,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,309
Marvel Black Panther Glow In The Dark Funko Pop! Set Target & Walmart Exclusives Brand New,65.00,8.00,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,73
Funko Pop # 69 Marvel Thor Age Of Ultron Brand New,12.99,7.35,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko Pop! Television Where in the world is Carmen Sandiego? Vinyl Figure #662 ,6.50,4.99,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,11
FUNKO POP! VINYL SAM PIG #10 SUMMER 2018 CONVENTION EXCLUSIVE Pre-Owned,20.00,9.30,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,29
"Funko Pop! Disney #56 KING LOUIE The Jungle Book, Vaulted Brand New",45.00,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,45
Twilight Jacob Black Funko Pop ,15.99,5.66,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,22
Resident Evil Leon S. Kennedy Funko Pop! #156  Brand New AUTHENTIC Brand New,19.99,8.60,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,29
Funko Pop Star Wars c3po Unfinished 181 Smugglers Bounty Exclusive Pre-Owned,18.00,4.45,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,22
Funko Pop! Batman The Dawn Breaker Hot Topic Exclusive. Excellent Condition. Brand New,24.99,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,25
Funko POP Vinyl PROFESSOR QUIRRELL 68 Harry Potter 2018 Fall Exclusive Brand New,20.00,10.30,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
Green Goblin Funko POP! Vinyl Figure #109 Chase Brand New,54.99,4.49,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,59
Funko Pop! Sesame Street ELMO Vinyl Figure #08~NEW~CASE FRESH Brand New,17.65,7.85,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,26
Funko Pop! Marvel Series Mermaid Deadpool Target Exclusive #321 New Unopened Brand New,12.99,6.85,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko POP! Animation: Dragon Ball Z S5 - Android 18 #530 Brand New,9.98,0,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,10
Funko POP! Television The Munsters Lily Munster 197 Vinyl Figure LOOSE Pre-Owned,24.99,5.25,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
Funko POP! Television Arrow Black Canary Vinyl Figure Brand New,9.00,0,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,9
SALE! Rare FUNKO Pop SDCC Exclusive PRINCESS LEIA Boushh Unmasked Star Wars 54 Brand New,400.00,7.74,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,408
Funko Pop! Marvel! Rocket With Groot Marvel Collectors Corps Exclusive Pre-Owned,16.00,3.75,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko Pop Tee Designer Con D-Con2018 Exclusive MOTU Battle For Eternia MED Shirt Brand New,25.00,9.30,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,34
New ListingMarvel Collector Corp EXCLUSIVE Angel Classic X-Men Funko POP 424 SOLD OUT New Listing,20.00,4.81,POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,25
Spider-Man Venom Blue #234 Vinyl Funko Pop Hot Topic Exclusive Figure New Brand New,35.95,5.24,STRIKETHROUGH POSITIVE,"Jan 31, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,41
