title,price,shipping,mods,date,status,preview,rCost
funko pop luke skywalker with speeder Brand New,10.00,7.78,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,18
Funko POP! TV: Bob Ross - Bob Ross in Overalls Collectible Figure  #559  Brand New,7.88,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,8
FUNKO POP ANAMATION:  PEANUTS SALLY BROWN FIGURE #52 -NRFB Brand New,9.95,4.53,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,15
Miles Morales Funko Pop Vinyl Marvel Comics 98 Brand New,10.43,4.44,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,14
"In STOCK Funko Pop Pusheen ""Dragonsheen"" 14 Vinyl Figure Brand New",13.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,14
Funko Pop! My Little Pony: Rainbow Dash Brand New,15.00,4.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,19
Star Wars Funko Pop Finn #59 The Force Awakens  Brand New,1.00,5.78,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,7
Funko Pop! Naruto Sasuke Curse Mark PAX South Convention Exclusive In Hand! #455 Brand New,50.00,4.53,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,55
FUNKO POP! Tuxedosam Hello Kitty Sanrio Pop Figure Vaulted Vinyl Figure Brand New,30.00,0,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
Funko Pop! TV Supernatural #176 Charlie Vinyl Figure Retired/Vaulted Pre-Owned,40.00,5.66,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,46
FUNKO POP! MIXED LOT OF 4 MOVIES: IT; BABY DRIVER & TWILIGHT ~ all MIB (#2A) ,11.50,13.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,25
Funko Pop! GITD Boxlunch Exclusive Marvel Venom: Anti-Venom Brand New,49.99,0,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,50
Funko Pop # 250 Bruce Banner Thor Ragnarok Toys R Us Exclusive Brand New,12.99,7.35,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko POP Ricky Bobby Talladega Nights Vinyl Figure #183 Brand New,19.50,3.28,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,23
funko pop jungle batman Brand New,18.50,4.39,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,22
Funko Pop Vinyl Figure Game Of Thrones: #39 Bronn Pre-Owned,16.50,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,16
Funko Pop Movies: Little Shop of Horrors - Audrey II Chase Limited Edition 33090 Brand New,25.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,26
Funko Pop BFG- The Big Friendly Giant- #316 Vinyl Figure Brand New,7.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,7
Funko Pop! Naruto Sasuke Curse Mark PAX South Convention Exclusive In Hand! #455 Brand New,60.00,4.53,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,65
Funko Pop Disney The Nightmare Before Christmas Zero Vinyl Action Figure Brand New,12.95,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,13
Funko Pop Animation: Care Grumpy Bear 353 26713 Brand New,10.48,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,10
Funko Pop Disney: NBC Oogie Boogie with Bugs 450 32838 In stock Brand New,9.98,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,10
FUNKO POP! ANIMATION: BOB'S BURGER - TINA BELCHER 76 VINYL Out Of Box Toy See De Pre-Owned,13.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,13
Funko Pop! Incredibles 2 #401: Monster Jack-Jack (Funko Shop) w/ Protector Brand New,24.99,5.10,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
"Funko Pop Vinyl Rick and Morty Doofus Rick, Gamestop Exclusive figure, New! Brand New",30.00,8.00,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,38
Funko Pop Vinyl KFC Colonel Sanders Sold Out  Exclusive -CONFIRMED ORDER- Brand New,30.00,4.69,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/ercAAOSwsZhcSMKF/s-l225.jpg,35
Funko Pop! Animation: The Jetsons JUDY JETSON #511 IN STOCK ,11.99,0,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/ZRoAAOSwBqZcDriq/s-l225.jpg,12
Funko Pop! Animation: The Jetsons ELROY JETSON #512 ,11.49,0,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/9TQAAOSwPAJcDrlz/s-l225.jpg,11
Funko Pop Bone Daddy #06 2017 NYCC Fall Convention Exclusive LE 4000 PCS Brand New,28.00,8.20,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/h8QAAOSw8bpcRh8A/s-l225.jpg,36
funko pop toy story army man Brand New,9.99,4.39,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/G8YAAOSwxHlcRh-H/s-l225.jpg,14
Funko Pop! Star Wars: Jango Fett #285 - Walgreens Exclusive Brand New,22.75,0,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/JNMAAOSwydZcSkL9/s-l225.jpg,23
Funko POP! Red Chrome Batman DC #144 - FunkoShop 12 Days of Christmas Exclusive Brand New,39.99,0,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/q0oAAOSwPGtcTJ5j/s-l225.jpg,40
Funko Pop Twilight Saga Bella Wedding Dress #323 &  Edward Tuxedo #324 Vaulted Brand New,40.00,4.57,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,45
2018 Funko Pop WWE Jake The Snake Roberts 51 Limited Edition Chase  Brand New,23.50,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,24
Funko Pop! Marvel Playtime Deadpool as Bob Ross Collectible Figure Brand New,9.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,10
Funko Pop Marvel Captain America Civil War No Arm Armless Winter Soldier Target Brand New,12.74,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,13
Funko Pop Harry Potter: Sirius Black Vinyl Figure Item #6570 Brand New,11.08,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,11
FUNKO POP! MIXED LOT OF 4 GAMES: MINECRAFT & TEKKEN ~ all MIB (#3A) ,18.50,13.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,31
"Funko Pop Antman Unmasked #86, Marvel, Marvel Collector Corps Exclusive Brand New",10.99,7.70,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,19
Funko Pop! Games The Witcher 3 Wild Hunt Triss #153 -VAULTED- Brand New,39.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,40
Funko Pop 15 Green Arrow VAULTED  Pre-Owned,200.00,7.32,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,207
Funko Pop Dragonball Z HUGE LOT Goku Great Ape Vegeta Vegito Trunks exclusives ,122.50,17.95,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,140
Pennywise with Balloon IT Funko Pop! Hot Topic Exclusive New in Hand #475 Brand New,14.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,14
Funko Pop Disney: Wreck-It Ralph 2 Vanellope 07 33411 In stock Brand New,11.98,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,12
Funko POP: Stranger Things [Eleven #572] Boxlunch Exclusive + Pop protector Brand New,14.95,3.15,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,18
Funko Pop! Marvel MCU AVENGERS Ant-Man TWS Doctor Strange Exclusives vaulted Brand New,14.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,15
Funko POP! Super Saiyan 3 Goku #492 (Gamestop Exclusive) Mint in Box Brand New,40.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,40
Funko Pop Pez Monster Cereals Boo Berry Count Chocula Gamestop Exclusives Brand New,15.00,5.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko POP! Harry Potter Minerva McGonagall As Cat #66 Special Edition Sticker Brand New,30.00,6.99,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,37
funko pop luke skywalker with speeder Brand New,10.00,7.78,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,18
Funko POP! TV: Bob Ross - Bob Ross in Overalls Collectible Figure  #559  Brand New,7.88,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,8
FUNKO POP ANAMATION:  PEANUTS SALLY BROWN FIGURE #52 -NRFB Brand New,9.95,4.53,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,15
Miles Morales Funko Pop Vinyl Marvel Comics 98 Brand New,10.43,4.44,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,14
"In STOCK Funko Pop Pusheen ""Dragonsheen"" 14 Vinyl Figure Brand New",13.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,14
Funko Pop! My Little Pony: Rainbow Dash Brand New,15.00,4.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,19
Star Wars Funko Pop Finn #59 The Force Awakens  Brand New,1.00,5.78,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,7
Funko Pop! Naruto Sasuke Curse Mark PAX South Convention Exclusive In Hand! #455 Brand New,50.00,4.53,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,55
FUNKO POP! Tuxedosam Hello Kitty Sanrio Pop Figure Vaulted Vinyl Figure Brand New,30.00,0,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
Funko Pop! TV Supernatural #176 Charlie Vinyl Figure Retired/Vaulted Pre-Owned,40.00,5.66,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,46
FUNKO POP! MIXED LOT OF 4 MOVIES: IT; BABY DRIVER & TWILIGHT ~ all MIB (#2A) ,11.50,13.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,25
Funko Pop! GITD Boxlunch Exclusive Marvel Venom: Anti-Venom Brand New,49.99,0,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,50
Funko Pop # 250 Bruce Banner Thor Ragnarok Toys R Us Exclusive Brand New,12.99,7.35,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko POP Ricky Bobby Talladega Nights Vinyl Figure #183 Brand New,19.50,3.28,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,23
funko pop jungle batman Brand New,18.50,4.39,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,22
Funko Pop Vinyl Figure Game Of Thrones: #39 Bronn Pre-Owned,16.50,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,16
Funko Pop Movies: Little Shop of Horrors - Audrey II Chase Limited Edition 33090 Brand New,25.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,26
Funko Pop BFG- The Big Friendly Giant- #316 Vinyl Figure Brand New,7.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,7
Funko Pop! Naruto Sasuke Curse Mark PAX South Convention Exclusive In Hand! #455 Brand New,60.00,4.53,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,65
Funko Pop Disney The Nightmare Before Christmas Zero Vinyl Action Figure Brand New,12.95,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,13
Funko Pop Animation: Care Grumpy Bear 353 26713 Brand New,10.48,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,10
Funko Pop Disney: NBC Oogie Boogie with Bugs 450 32838 In stock Brand New,9.98,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,10
FUNKO POP! ANIMATION: BOB'S BURGER - TINA BELCHER 76 VINYL Out Of Box Toy See De Pre-Owned,13.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,13
Funko Pop! Incredibles 2 #401: Monster Jack-Jack (Funko Shop) w/ Protector Brand New,24.99,5.10,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
"Funko Pop Vinyl Rick and Morty Doofus Rick, Gamestop Exclusive figure, New! Brand New",30.00,8.00,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,38
Funko Pop DragonBall Z Super Saiyan Broly #402 - SCC 2018 Hot Topic Exclusive Brand New,40.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,40
FUNKO POP! ANIMATION: BOB'S BURGER - TINA BELCHER 76 VINYL Out Of Box Toy See De Pre-Owned,13.00,0,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/~7QAAOSwsrlcKZzE/s-l225.jpg,13
Funko Pop! Incredibles 2 #401: Monster Jack-Jack (Funko Shop) w/ Protector Brand New,24.99,5.10,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/7KAAAOSwb15cJVIY/s-l225.jpg,30
"Funko Pop Vinyl Rick and Morty Doofus Rick, Gamestop Exclusive figure, New! Brand New",30.00,8.00,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/bzAAAOSwVAtcTzqr/s-l225.jpg,38
Funko Pop DragonBall Z Super Saiyan Broly #402 - SCC 2018 Hot Topic Exclusive Brand New,40.00,0,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/1VsAAOSwPWtcJRDf/s-l225.jpg,40
Funko Pop! Incredibles #367: Jack-Jack (Chrome Hot Topic Excl.) w/ Protector Brand New,14.99,4.94,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/iUIAAOSwdHpcJYNV/s-l225.jpg,20
Funko Pop! Venom #371: Carnage (Tendrils Fall Convention Exclusive) w/ Protector Brand New,24.60,5.10,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/zLYAAOSw~xtcJVPD/s-l225.jpg,30
Funko Pop! Spastik Plastik #10: Sam (Green) (Funko Shop Exclusive) w/ Protector Brand New,18.95,5.10,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/jdQAAOSwfwpcJYFW/s-l225.jpg,24
FUNKO POP ANIMATION 525: FELIX THE CAT W/ BAG OF FUN FIGURE! Brand New,30.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
Funko Pop! Incredibles 2 #402: Fire Jack-Jack (Target Excl.) w/ Protector Brand New,24.99,5.10,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
FUNKO POP! STAR WARS: The Last Jedi - First Order Executioner [New Toy] Vinyl Brand New,7.97,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,8
NEW Funko POP! IN HAND VENOM Marvel Venomized Ghost Rider Walmart Exclusive  Brand New,20.00,5.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,25
Mean Machine Funko Pop Rides - Wacky Races - Hanna Barbera - Muttley  Brand New,20.00,10.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,30
funko pop Groot Brand New,18.00,4.39,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,22
2 Funko POP LED NEON Acrylic Signs Display Vaulted Limited Edition Action Figure Brand New,49.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,50
Funko Pop! Rocky Ivan Drago #21 Rare Vaulted Loose Pre-Owned,70.00,4.81,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,75
FUNKO POP! MIXED LOT OF 4: MARVEL; HEROES & TELEVISION ~ all MIB (#1A) ,15.50,13.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,29
Gamestop Exclusive Funko Pop Vinyl Figure Game of Thrones: #37 Ramsay Bolton Pre-Owned,15.50,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,16
Funko Pop! Ad Icons: Pillsbury Doughboy #37 Funko-Shop Limited Edition(IN HAND) Brand New,40.00,0,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,40
Carson Wentz NFL Funko Pop. NEW. MINT Brand New,11.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,12
Funko Pop Games: Marvel Contest of Champions - Venompool Bobble-Head 26710 Brand New,19.95,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko Pop! 515 Dragon Ball Z Ssgss Vegito Hot Topic Exclusive Brand New,28.99,4.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,33
Funko Pop! Marvel Avengers Infinity War Vision Limited Edition Figurine #307 Pre-Owned,18.00,7.99,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,26
Funko Pop Target Bullseye Exclusive - Sold Out! Brand New,41.00,8.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,49
Funko Pop! Game of Thrones THE MOUNTAIN (Armoured) Vinyl Figure 54 Case Fresh Brand New,42.00,7.85,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,50
Funko Pop! Movies Mia Wallace # 63 Vaulted - Pulp Fiction HTF Rare Brand New,95.00,5.00,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,100
Batman Hush 239 Funko Pop Gamestop Exclusive Brand New,28.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,28
GAME OF THRONES - CERSEI LANNISTER - FUNKO POP - BRAND NEW - 12219 ,11.95,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,12
FUNKO POP! Kingdom Hearts Sora Monsters Inc TARGET EXCLUSIVE Preorder Brand New,26.90,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,27
Funko Pop! Animation Yu-Gi-Oh! Yami Yugi Seto Kaiba Dark Magician Girl  Brand New,7.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,8
Funko POP! Prince Purple Rain Diamond Glitter Edition #79 FYE EXCLUSIVE Pre-Owned,15.69,4.49,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Dumbo Diamond Edition Hot Topic Exclusive Funko POP Vinyl Disney Glitter Brand New,38.95,5.85,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,45
Funko Pop Groot Amazon Exclusive Brand New,16.10,4.39,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko POP AJ Styles #37 WWE Wrestling Vinyl Figure Vaulted Brand New,22.95,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,23
NEW - Funko Pop! - Donald - Wizard - #267 Kingdom Hearts Hot Topic Exclusive HTF Brand New,26.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,26
Funko Pop Lot Disney Lion King #86 Timon #87 Pumbaa #88 Rafiki Brand New,150.00,14.20,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,164
Funko Pop! Heroes 133 DC Comics Surfs Up! Batman Pop Vinyl Figure FU10866 Brand New,8.93,9.46,POSITIVE ITALIC,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,18
John Locke Funko Pop! Lost Brand New,11.00,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,11
Funko Pop Vinyl Figure Animation: Bob's Burgers #76 Tina Belcher Brand New,13.50,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,14
"Funko Pop! Television Lost:  Kate Austen #415, Jacob #418, and  Man in Black #42 Brand New",16.95,9.45,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,26
Funko Pop Star Wars IG-88 Smugglers Bounty Exclusive Vinyl Figure #103 Brand New,6.00,4.44,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,10
Funko Pop Stonekeeper #339 Marvel Avengers Infinity War Funko Shop Exclusive Brand New,70.00,0,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,70
Funko Pop! Dragon Ball Z Vinyl Figure New With Box SUPER SAIYAN GOD VEGETA Gift Brand New,12.99,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,13
Funko Pop! Notorious B.I.G. - Biggie Crown - Toy Tokyo Exclusive READY TO SHIP!! Brand New,34.00,4.53,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,39
Funko Pop Disney Vinyl Figure Vaulted 59 Pixar Carl Up ,10.95,9.30,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko Pop Super Saiyan 3 Goku Gamestop Exclusive  Brand New,46.00,4.53,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,51
Funko Pop! Marvel Avengers Infinity War #304 Iron Man (Unmasked) FYE Exclusive Brand New,17.00,3.28,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,20
Funko Pop! Asia Exclusive! Legendary Creatures And Myths! Hanuman Translucent 42 Brand New,26.00,4.57,STRIKETHROUGH POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,31
Sasuke Convention Exclusive Funko Pop Brand New,56.00,4.69,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,61
Funko Pop Mickey Mouse Blue and Purple Mickey Mouse (Sold out) - CONFIRMED Brand New,26.00,8.00,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,34
Funko Pop Vinyle Figure Marvel: #83 Grinning Ultron 2015 Summer Convention Brand New,11.52,0,POSITIVE,"Jan 28, 2019",Sold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,12
Funko Pop! God of War Kratos and Atreus 2-Pack Figures Best Buy Exclusive Brand New,18.99,0,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/IIUAAOSwckVb4d2j/s-l225.jpg,19
Funko Pop Disney #42 Evil Queen Snow White Diamond Hot Topic Exclusive In Hand Brand New,15.95,0,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/jN0AAOSwbKdb8H4k/s-l225.jpg,16
Funko Pop Disney Mickey Mouse 90 Years #01 D.I.Y. Michaels Exclusive In Hand Brand New,20.00,0,POSITIVE,"Jan 28, 2019",Sold,https://i.ebayimg.com/thumbs/images/g/TNIAAOSwPWtcS8i2/s-l225.jpg,20
